seed,objective,batch_id,volfrac,penal,rmin,move,void_size_frac
circle,auxetic,1,0.529791,4.067322,2.190563,0.207444,0.523158
circle,auxetic,1,0.685209,2.994865,1.246976,0.064275,0.302547
circle,auxetic,1,0.595569,4.475052,2.038358,0.109457,0.432537
circle,auxetic,1,0.501262,2.652961,1.469493,0.168629,0.360214
circle,auxetic,1,0.469705,4.814618,1.050006,0.188763,0.379027
circle,auxetic,1,0.627016,2.2418,2.368856,0.133104,0.451366
circle,auxetic,1,0.653648,3.727932,1.671224,0.090626,0.2837
circle,auxetic,1,0.561233,3.406213,1.864826,0.237313,0.504364
circle,auxetic,1,0.481798,4.223141,1.744823,0.234964,0.306019
circle,auxetic,1,0.576837,3.045587,1.926036,0.092979,0.524228
circle,auxetic,1,0.672821,4.612194,1.029918,0.132314,0.35909
circle,auxetic,1,0.517646,2.684274,2.336254,0.189545,0.429121
circle,auxetic,1,0.548719,4.975938,2.105348,0.166296,0.447825
circle,auxetic,1,0.641866,2.298744,1.549032,0.111796,0.377735
circle,auxetic,1,0.607906,3.859589,2.1639,0.063496,0.505565
circle,auxetic,1,0.45084,3.431297,1.232667,0.208218,0.287333
circle,auxetic,1,0.601266,4.356774,2.263128,0.221931,0.383336
circle,auxetic,1,0.50815,2.533979,1.319429,0.056106,0.460978
circle,auxetic,1,0.542046,3.995186,2.017061,0.11997,0.253645
circle,auxetic,1,0.699203,2.92349,1.448308,0.151799,0.482998
circle,auxetic,1,0.668249,3.609662,1.118156,0.178151,0.539186
circle,auxetic,1,0.573118,3.287228,2.436935,0.149835,0.309815
circle,auxetic,1,0.477191,4.74249,1.645553,0.076237,0.404826
circle,auxetic,1,0.632335,2.170422,1.839226,0.24558,0.32713
circle,auxetic,1,0.522215,4.692407,1.372771,0.243297,0.498432
circle,auxetic,1,0.677161,2.015242,2.303904,0.084891,0.276009
circle,auxetic,1,0.588025,3.577524,1.407786,0.139814,0.438843
circle,auxetic,1,0.493183,3.14926,1.964202,0.182192,0.36826
circle,auxetic,1,0.46213,3.9398,2.477436,0.162065,0.349595
circle,auxetic,1,0.618967,2.762263,1.17104,0.116174,0.420159
circle,auxetic,1,0.646103,4.330318,1.785908,0.058535,0.294711
circle,auxetic,1,0.553155,2.402415,1.604755,0.213423,0.517079
circle,auxetic,1,0.687888,3.704039,1.88517,0.206033,0.416351
circle,auxetic,1,0.53102,3.381587,1.691574,0.072249,0.334647
circle,auxetic,1,0.503941,4.838331,2.389206,0.101677,0.549046
circle,auxetic,1,0.596798,2.266246,1.070351,0.170239,0.318998
circle,auxetic,1,0.627742,4.451339,1.496058,0.199713,0.262845
circle,auxetic,1,0.472887,2.628516,2.06494,0.12842,0.492841
circle,auxetic,1,0.561959,4.091217,1.273558,0.095507,0.390833
circle,auxetic,1,0.656831,3.019492,2.217128,0.226554,0.472523
circle,auxetic,1,0.455773,4.56982,1.998576,0.229815,0.518195
circle,auxetic,1,0.610673,2.747385,1.44226,0.098375,0.288761
circle,auxetic,1,0.638774,4.157329,2.22119,0.127894,0.425816
circle,auxetic,1,0.543886,3.085261,1.289957,0.194113,0.348185
circle,auxetic,1,0.512929,3.817026,1.620106,0.173593,0.367032
circle,auxetic,1,0.669842,3.494231,1.801319,0.104643,0.444611
circle,auxetic,1,0.579718,4.909937,1.116138,0.071627,0.269947
circle,auxetic,1,0.486846,2.338241,2.422474,0.20033,0.499367
circle,auxetic,1,0.637024,4.061187,1.016922,0.217952,0.468952
circle,auxetic,1,0.480203,2.883993,2.335701,0.060328,0.398946
circle,auxetic,1,0.570269,4.399337,1.708382,0.115159,0.484436
circle,auxetic,1,0.663172,2.471045,1.902054,0.156756,0.266124
circle,auxetic,1,0.694241,4.808302,2.132963,0.186623,0.322458
circle,auxetic,1,0.539311,2.130748,1.189265,0.141513,0.540752
circle,auxetic,1,0.511275,3.652037,2.097835,0.083978,0.342648
circle,auxetic,1,0.606071,3.224116,1.529082,0.238084,0.412599
circle,auxetic,1,0.556034,3.538056,2.376567,0.248057,0.279222
circle,auxetic,1,0.65115,3.215233,1.070171,0.079889,0.509134
circle,auxetic,1,0.614248,4.629502,1.849102,0.143844,0.374458
circle,auxetic,1,0.45915,2.057777,1.667949,0.178016,0.456228
circle,auxetic,1,0.490089,4.290661,1.242239,0.154375,0.437416
circle,auxetic,1,0.583191,2.46821,2.173371,0.123715,0.355628
circle,auxetic,1,0.682092,3.876706,1.488191,0.050013,0.527983
circle,auxetic,1,0.52498,2.80462,2.044607,0.2217,0.298016
circle_half_quarter,auxetic,1,0.500071,3.485378,1.641958,0.062258,0.321316
circle_half_quarter,auxetic,1,0.671686,3.741757,2.291426,0.166983,0.458564
circle_half_quarter,auxetic,1,0.597944,2.331788,1.138597,0.211588,0.356757
circle_half_quarter,auxetic,1,0.51956,4.885093,1.974481,0.116287,0.501055
circle_half_quarter,auxetic,1,0.565055,2.536863,2.356625,0.133373,0.51876
circle_half_quarter,auxetic,1,0.6117,4.340003,1.506448,0.238072,0.372412
circle_half_quarter,auxetic,1,0.655001,2.930147,1.923932,0.184236,0.403029
circle_half_quarter,auxetic,1,0.451647,3.936464,1.25946,0.08896,0.268418
circle_half_quarter,auxetic,1,0.691116,2.021794,1.778617,0.081655,0.387843
circle_half_quarter,auxetic,1,0.487733,4.762593,1.31079,0.18948,0.541224
circle_half_quarter,auxetic,1,0.530919,3.163659,2.492921,0.232718,0.271543
circle_half_quarter,auxetic,1,0.577533,3.607543,1.463678,0.140567,0.436625
circle_half_quarter,auxetic,1,0.62231,2.970617,1.087387,0.110558,0.451768
circle_half_quarter,auxetic,1,0.543958,4.164428,2.119205,0.218407,0.288737
circle_half_quarter,auxetic,1,0.469811,2.565608,1.684149,0.160078,0.488984
circle_half_quarter,auxetic,1,0.641456,4.556254,2.155261,0.067903,0.332966
circle_half_quarter,auxetic,1,0.523614,2.660386,1.366894,0.07311,0.417427
circle_half_quarter,auxetic,1,0.601512,4.463664,1.840569,0.155935,0.254677
circle_half_quarter,auxetic,1,0.683745,3.063971,1.402584,0.222612,0.52318
circle_half_quarter,auxetic,1,0.51164,4.070333,2.437697,0.105461,0.36748
circle_half_quarter,auxetic,1,0.463628,3.257808,2.058112,0.144202,0.352337
circle_half_quarter,auxetic,1,0.666495,3.514141,1.032165,0.22705,0.505986
circle_half_quarter,auxetic,1,0.615832,2.114518,2.211367,0.195282,0.306918
circle_half_quarter,auxetic,1,0.568697,4.667685,1.746103,0.078107,0.472305
circle_half_quarter,auxetic,1,0.589417,2.835275,2.26526,0.095803,0.483956
circle_half_quarter,auxetic,1,0.542313,4.029131,1.598225,0.175527,0.337335
circle_half_quarter,auxetic,1,0.491962,2.443403,2.018638,0.246696,0.437968
circle_half_quarter,auxetic,1,0.694859,4.434187,1.165165,0.126396,0.303048
circle_half_quarter,auxetic,1,0.645642,2.23775,1.550604,0.124731,0.285342
circle_half_quarter,auxetic,1,0.473507,4.978412,2.383192,0.204431,0.422313
circle_half_quarter,auxetic,1,0.555885,3.392754,1.233292,0.17403,0.392871
circle_half_quarter,auxetic,1,0.633751,3.836592,1.880197,0.053754,0.536854
circle_half_quarter,auxetic,1,0.45405,2.292992,2.453708,0.050915,0.466618
circle_half_quarter,auxetic,1,0.657404,4.852111,1.433265,0.171215,0.313255
circle_half_quarter,auxetic,1,0.606368,3.448002,1.762852,0.200239,0.511451
circle_half_quarter,auxetic,1,0.559721,3.710285,1.303803,0.120515,0.34635
circle_half_quarter,auxetic,1,0.515127,2.867914,1.668363,0.128262,0.364057
circle_half_quarter,auxetic,1,0.593512,3.880045,2.148299,0.248538,0.527107
circle_half_quarter,auxetic,1,0.675143,2.476049,1.048198,0.17913,0.257718
circle_half_quarter,auxetic,1,0.503527,4.285094,2.088771,0.09943,0.413718
circle_half_quarter,auxetic,1,0.638993,3.196595,1.102279,0.079784,0.533171
circle_half_quarter,auxetic,1,0.467346,3.646385,1.941082,0.196935,0.395904
circle_half_quarter,auxetic,1,0.54935,2.053311,1.629067,0.230842,0.426228
circle_half_quarter,auxetic,1,0.627706,4.799923,2.281476,0.148018,0.281949
circle_half_quarter,auxetic,1,0.581906,2.621981,1.911062,0.10242,0.297091
circle_half_quarter,auxetic,1,0.535289,4.618532,1.249486,0.219595,0.443421
circle_half_quarter,auxetic,1,0.484337,3.025571,2.320283,0.151945,0.343665
circle_half_quarter,auxetic,1,0.687722,4.225196,1.47307,0.069095,0.478294
circle_half_quarter,auxetic,1,0.571101,3.120344,2.00221,0.064892,0.262729
circle_half_quarter,auxetic,1,0.618234,4.132612,1.15756,0.157043,0.409368
circle_half_quarter,auxetic,1,0.661161,2.715341,2.225428,0.214386,0.377874
circle_half_quarter,auxetic,1,0.458297,4.524432,1.567148,0.106562,0.512776
circle_half_quarter,auxetic,1,0.507209,2.147454,1.193439,0.142214,0.497634
circle_half_quarter,auxetic,1,0.679311,4.706527,1.849144,0.234389,0.360682
circle_half_quarter,auxetic,1,0.604967,3.289326,1.5342,0.193303,0.461607
circle_half_quarter,auxetic,1,0.527072,3.551472,2.375565,0.085453,0.317605
circle_half_quarter,auxetic,1,0.631287,2.38117,1.389074,0.090808,0.329284
circle_half_quarter,auxetic,1,0.553421,4.377767,2.427083,0.186108,0.492016
circle_half_quarter,auxetic,1,0.478901,2.77446,1.329913,0.241693,0.292654
circle_half_quarter,auxetic,1,0.651035,3.974223,1.806552,0.136969,0.448373
circle_half_quarter,auxetic,1,0.69923,3.353958,2.174407,0.113466,0.430666
circle_half_quarter,auxetic,1,0.496335,3.803611,1.712062,0.208742,0.276998
circle_half_quarter,auxetic,1,0.538918,2.200374,2.044578,0.162773,0.547552
circle_half_quarter,auxetic,1,0.586021,4.946941,1.021572,0.058073,0.382184
circle_half_quarter,auxetic,1,0.659674,2.495126,2.106629,0.057267,0.489555
circle_half_quarter,auxetic,1,0.456778,4.251555,1.077397,0.165043,0.326508
circle_half_quarter,auxetic,1,0.561877,2.853305,2.165779,0.206374,0.451167
circle_half_quarter,auxetic,1,0.60898,3.906559,1.69794,0.114174,0.295169
circle_half_quarter,auxetic,1,0.590754,3.421598,1.321283,0.134601,0.275669
circle_half_quarter,auxetic,1,0.512888,3.724791,1.792429,0.242401,0.42903
circle_half_quarter,auxetic,1,0.500883,2.326654,1.451123,0.185302,0.383764
circle_half_quarter,auxetic,1,0.673018,4.832919,2.482907,0.093078,0.548863
circle_half_quarter,auxetic,1,0.46864,3.000336,1.502087,0.086308,0.405936
circle_half_quarter,auxetic,1,0.640743,4.241095,2.337959,0.190983,0.259604
circle_half_quarter,auxetic,1,0.628883,2.65388,1.27888,0.236806,0.515809
circle_half_quarter,auxetic,1,0.550988,4.597805,1.92836,0.141457,0.381177
circle_half_quarter,auxetic,1,0.533509,2.074148,2.31087,0.108979,0.358527
circle_half_quarter,auxetic,1,0.580642,4.767919,1.646365,0.213629,0.495795
circle_half_quarter,auxetic,1,0.686054,3.180817,1.970098,0.157897,0.319572
circle_half_quarter,auxetic,1,0.483189,3.671503,1.119955,0.062573,0.463853
circle_half_quarter,auxetic,1,0.620475,3.275644,2.405131,0.071415,0.398169
circle_half_quarter,auxetic,1,0.573858,3.578882,1.551692,0.15109,0.535119
circle_half_quarter,auxetic,1,0.46042,2.16747,1.878355,0.220352,0.280093
circle_half_quarter,auxetic,1,0.663806,4.673873,1.211286,0.100003,0.424093
circle_half_quarter,auxetic,1,0.676585,2.748055,1.596359,0.148775,0.446743
circle_half_quarter,auxetic,1,0.504937,4.504348,2.243275,0.228425,0.300107
circle_half_quarter,auxetic,1,0.524457,3.093006,1.187126,0.199254,0.475151
circle_half_quarter,auxetic,1,0.602813,4.146214,2.019701,0.07893,0.340252
circle_half_quarter,auxetic,1,0.554684,2.231738,1.038882,0.097159,0.314547
circle_half_quarter,auxetic,1,0.633068,4.925646,2.073961,0.179935,0.468217
circle_half_quarter,auxetic,1,0.652184,3.328199,1.729726,0.24783,0.344733
circle_half_quarter,auxetic,1,0.480568,3.818931,2.203435,0.13063,0.510103
circle_half_quarter,auxetic,1,0.494583,2.759202,1.824216,0.119807,0.529604
circle_half_quarter,auxetic,1,0.697937,3.999916,1.358941,0.202607,0.36687
circle_half_quarter,auxetic,1,0.584385,2.402539,2.444393,0.168944,0.410961
circle_half_quarter,auxetic,1,0.537739,4.346326,1.418457,0.05172,0.25524
circle_half_quarter,auxetic,1,0.670538,2.908215,1.241967,0.056122,0.334851
circle_half_quarter,auxetic,1,0.498404,3.967373,1.894365,0.173322,0.481202
circle_half_quarter,auxetic,1,0.518297,2.551545,1.488601,0.205236,0.305857
circle_half_quarter,auxetic,1,0.596163,4.313789,2.327414,0.122461,0.440471
circle_half_quarter,auxetic,1,0.613337,2.358125,1.956633,0.127201,0.420969
circle_half_quarter,auxetic,1,0.566233,4.870295,1.109386,0.244426,0.283719
circle_half_quarter,auxetic,1,0.453398,3.454581,2.273933,0.177895,0.53846
circle_half_quarter,auxetic,1,0.656294,3.763586,1.612392,0.095095,0.39416
circle_half_quarter,auxetic,1,0.485607,2.593113,2.125879,0.07569,0.251261
circle_half_quarter,auxetic,1,0.688473,4.54285,1.66684,0.196039,0.41429
circle_half_quarter,auxetic,1,0.575295,2.938057,2.090178,0.226196,0.37049
circle_half_quarter,auxetic,1,0.52816,4.184722,1.069724,0.146521,0.526506
circle_half_quarter,auxetic,1,0.546569,3.143487,1.434651,0.104606,0.503856
circle_half_quarter,auxetic,1,0.624467,3.639987,2.475258,0.224931,0.350477
circle_half_quarter,auxetic,1,0.644185,2.035307,1.281407,0.153518,0.474257
circle_half_quarter,auxetic,1,0.47208,4.734983,1.761308,0.073867,0.309177
circle_half_quarter,auxetic,1,0.600332,2.130139,1.716903,0.067146,0.543464
circle_half_quarter,auxetic,1,0.521979,4.642356,2.193508,0.162495,0.389813
circle_half_quarter,auxetic,1,0.510348,3.236803,1.002587,0.216088,0.434783
circle_half_quarter,auxetic,1,0.681993,3.545946,2.040631,0.111413,0.269394
circle_half_quarter,auxetic,1,0.668161,3.032238,2.40812,0.138248,0.292043
circle_half_quarter,auxetic,1,0.464778,4.091259,1.385102,0.233573,0.454795
circle_half_quarter,auxetic,1,0.570479,2.685777,1.811369,0.188723,0.329846
circle_half_quarter,auxetic,1,0.617094,4.447974,1.349035,0.084072,0.485549
cross_rectangular,auxetic,1,0.505245,4.202126,1.855211,0.064016,0.347516
cross_rectangular,auxetic,1,0.698182,2.223806,1.028334,0.224054,0.486906
cross_rectangular,auxetic,1,0.602751,4.332002,2.447233,0.182443,0.31759
cross_rectangular,auxetic,1,0.538728,3.289632,1.585202,0.130263,0.438322
cross_rectangular,auxetic,1,0.56465,4.714856,1.224607,0.101523,0.404527
cross_rectangular,auxetic,1,0.625628,2.929895,2.051494,0.161549,0.281363
cross_rectangular,auxetic,1,0.654705,3.813459,1.383036,0.244936,0.52337
cross_rectangular,auxetic,1,0.472641,2.589448,2.245079,0.092768,0.381657
cross_rectangular,auxetic,1,0.669151,4.530757,1.509235,0.08005,0.268628
cross_rectangular,auxetic,1,0.487935,3.488557,2.14719,0.232264,0.426931
cross_rectangular,auxetic,1,0.516963,4.002455,1.292303,0.173439,0.36894
cross_rectangular,auxetic,1,0.577078,2.024329,1.965416,0.113459,0.545755
cross_rectangular,auxetic,1,0.619547,3.637237,2.320037,0.142544,0.511396
cross_rectangular,auxetic,1,0.554663,2.413397,1.682069,0.194769,0.332107
cross_rectangular,auxetic,1,0.459175,4.890162,1.7867,0.210946,0.462793
cross_rectangular,auxetic,1,0.652958,3.105395,1.113574,0.050953,0.302199
cross_rectangular,auxetic,1,0.533422,4.926567,2.215653,0.062469,0.517187
cross_rectangular,auxetic,1,0.594401,2.952556,1.529401,0.200633,0.394002
cross_rectangular,auxetic,1,0.685918,3.55487,1.986996,0.193371,0.411006
cross_rectangular,auxetic,1,0.503852,2.519909,1.35934,0.144315,0.269309
cross_rectangular,auxetic,1,0.474019,3.945088,1.708095,0.124974,0.309859
cross_rectangular,auxetic,1,0.666953,2.152717,2.394358,0.163126,0.449265
cross_rectangular,auxetic,1,0.633962,4.542163,1.186471,0.230865,0.354955
cross_rectangular,auxetic,1,0.569942,3.313843,1.814139,0.081821,0.475666
cross_rectangular,auxetic,1,0.588274,3.753636,1.049184,0.094103,0.47403
cross_rectangular,auxetic,1,0.523391,2.71887,1.921514,0.243192,0.294762
cross_rectangular,auxetic,1,0.490464,4.726885,1.65293,0.150018,0.500451
cross_rectangular,auxetic,1,0.684246,2.753045,2.466668,0.111912,0.33984
cross_rectangular,auxetic,1,0.637879,4.365906,2.123657,0.131598,0.380992
cross_rectangular,auxetic,1,0.45666,3.13778,1.251314,0.180699,0.539278
cross_rectangular,auxetic,1,0.54825,4.120427,2.270374,0.212524,0.256281
cross_rectangular,auxetic,1,0.608367,2.328228,1.456624,0.074405,0.433117
cross_rectangular,auxetic,1,0.465834,4.268053,1.31295,0.069984,0.481787
cross_rectangular,auxetic,1,0.659503,3.236022,1.939155,0.217721,0.358786
cross_rectangular,auxetic,1,0.626568,4.210406,1.482738,0.176471,0.455449
cross_rectangular,auxetic,1,0.561813,2.239325,2.167535,0.136599,0.313645
cross_rectangular,auxetic,1,0.541561,3.84912,1.766309,0.10749,0.274761
cross_rectangular,auxetic,1,0.601807,2.623729,1.140116,0.155214,0.414353
cross_rectangular,auxetic,1,0.693388,4.635246,2.346252,0.238966,0.399683
cross_rectangular,auxetic,1,0.512057,2.845805,1.661467,0.099106,0.520286
cross_rectangular,auxetic,1,0.646097,4.034186,2.420657,0.085993,0.429413
cross_rectangular,auxetic,1,0.464148,2.063275,1.605444,0.225905,0.250033
cross_rectangular,auxetic,1,0.555672,4.443361,1.875962,0.167494,0.535364
cross_rectangular,auxetic,1,0.61652,3.411524,1.002153,0.119821,0.374935
cross_rectangular,auxetic,1,0.580101,4.834001,1.409171,0.148488,0.336659
cross_rectangular,auxetic,1,0.515949,3.044732,2.224374,0.188412,0.494834
cross_rectangular,auxetic,1,0.482966,3.649449,1.204319,0.204999,0.291498
cross_rectangular,auxetic,1,0.676016,2.424253,2.078116,0.057314,0.468514
cross_rectangular,auxetic,1,0.572834,3.545209,1.632196,0.055911,0.387127
cross_rectangular,auxetic,1,0.63308,2.505768,2.492776,0.206774,0.526698
cross_rectangular,auxetic,1,0.662101,4.986034,1.075788,0.199925,0.287025
cross_rectangular,auxetic,1,0.480768,3.010644,1.90121,0.138177,0.407645
cross_rectangular,auxetic,1,0.497107,4.620392,2.290633,0.118418,0.444423
cross_rectangular,auxetic,1,0.690774,3.399311,1.430065,0.169269,0.32144
cross_rectangular,auxetic,1,0.595279,3.904945,2.097504,0.237418,0.493109
cross_rectangular,auxetic,1,0.530526,2.122914,1.272094,0.075682,0.351283
cross_rectangular,auxetic,1,0.611328,4.809779,2.01352,0.087571,0.298999
cross_rectangular,auxetic,1,0.547177,2.834583,1.338932,0.249359,0.457194
cross_rectangular,auxetic,1,0.451754,3.72055,2.195022,0.156547,0.328862
cross_rectangular,auxetic,1,0.644804,2.68128,1.555588,0.105748,0.505862
cross_rectangular,auxetic,1,0.677325,4.103713,1.160238,0.125064,0.54207
cross_rectangular,auxetic,1,0.495374,2.321876,1.834816,0.186864,0.362673
cross_rectangular,auxetic,1,0.524459,4.420711,1.728457,0.219054,0.422999
cross_rectangular,auxetic,1,0.585309,3.199801,2.367879,0.068243,0.262591
cross_rectangular,auxetic,1,0.657054,4.660955,1.70118,0.066314,0.459263
cross_rectangular,auxetic,1,0.468267,2.889264,2.327384,0.221762,0.301032
cross_rectangular,auxetic,1,0.56034,3.851746,1.097439,0.184838,0.50317
cross_rectangular,auxetic,1,0.628026,2.644129,1.782235,0.127873,0.32628
cross_rectangular,auxetic,1,0.600334,4.242022,2.125242,0.103821,0.365402
cross_rectangular,auxetic,1,0.543019,2.276971,1.499049,0.159257,0.544615
cross_rectangular,auxetic,1,0.509608,4.276586,1.97853,0.247331,0.260412
cross_rectangular,auxetic,1,0.695821,3.250609,1.293745,0.090378,0.421077
cross_rectangular,auxetic,1,0.462691,3.67644,2.035449,0.077661,0.529207
cross_rectangular,auxetic,1,0.647569,2.468627,1.220235,0.23466,0.389892
cross_rectangular,auxetic,1,0.614086,4.837177,2.2641,0.171147,0.405686
cross_rectangular,auxetic,1,0.558122,3.065314,1.390291,0.115757,0.284883
cross_rectangular,auxetic,1,0.513515,4.476256,1.041542,0.140154,0.323435
cross_rectangular,auxetic,1,0.582551,3.450084,1.856744,0.197165,0.446529
cross_rectangular,auxetic,1,0.67456,4.043266,1.56316,0.208654,0.348665
cross_rectangular,auxetic,1,0.484438,2.078043,2.436957,0.053251,0.490453
cross_rectangular,auxetic,1,0.631623,3.889674,1.241129,0.058511,0.252761
cross_rectangular,auxetic,1,0.574307,2.113697,2.101708,0.204585,0.431958
cross_rectangular,auxetic,1,0.478335,4.582061,1.458067,0.18951,0.372756
cross_rectangular,auxetic,1,0.664549,3.367011,2.283488,0.148169,0.533442
cross_rectangular,auxetic,1,0.688341,4.964857,1.928862,0.121016,0.496903
cross_rectangular,auxetic,1,0.499556,3.00724,1.068294,0.167078,0.338691
cross_rectangular,auxetic,1,0.529069,3.500972,2.462205,0.227005,0.465822
cross_rectangular,auxetic,1,0.596752,2.479281,1.636795,0.085676,0.288916
cross_rectangular,auxetic,1,0.544728,4.40672,2.395891,0.097957,0.360782
cross_rectangular,auxetic,1,0.613762,3.191497,1.721302,0.239332,0.483892
cross_rectangular,auxetic,1,0.643332,4.065929,1.803863,0.15397,0.311026
cross_rectangular,auxetic,1,0.453211,2.289757,1.164429,0.107954,0.452795
cross_rectangular,auxetic,1,0.493902,3.700654,1.52503,0.135452,0.416861
cross_rectangular,auxetic,1,0.678782,2.678791,2.199607,0.176838,0.277526
cross_rectangular,auxetic,1,0.58286,4.76609,1.366595,0.216476,0.518327
cross_rectangular,auxetic,1,0.526893,2.808278,2.006017,0.070447,0.39754
cross_rectangular,auxetic,1,0.69671,3.798152,2.237581,0.072282,0.292693
cross_rectangular,auxetic,1,0.506702,2.580172,1.410705,0.215429,0.471998
cross_rectangular,auxetic,1,0.536279,4.676466,2.056074,0.178867,0.342532
cross_rectangular,auxetic,1,0.605186,2.897559,1.194043,0.134209,0.503032
cross_rectangular,auxetic,1,0.623178,4.310881,1.589398,0.109788,0.53655
cross_rectangular,auxetic,1,0.567084,3.28626,2.416286,0.152922,0.378446
cross_rectangular,auxetic,1,0.471169,4.157922,1.021174,0.241362,0.435295
cross_rectangular,auxetic,1,0.656162,2.197375,1.883217,0.096716,0.258204
cross_rectangular,auxetic,1,0.485501,4.876137,1.118167,0.083603,0.391493
cross_rectangular,auxetic,1,0.6716,3.097036,1.756123,0.228301,0.514422
cross_rectangular,auxetic,1,0.57562,3.599397,1.674581,0.165202,0.271268
cross_rectangular,auxetic,1,0.518435,2.381245,2.347695,0.122119,0.413149
cross_rectangular,auxetic,1,0.553205,3.982617,1.958265,0.146098,0.447269
cross_rectangular,auxetic,1,0.62102,2.021875,1.320298,0.190807,0.307753
cross_rectangular,auxetic,1,0.650525,4.487104,2.1514,0.202707,0.478285
cross_rectangular,auxetic,1,0.461624,3.462312,1.478275,0.059612,0.35761
cross_rectangular,auxetic,1,0.591967,4.567906,1.830444,0.051953,0.424203
cross_rectangular,auxetic,1,0.535872,3.357358,1.144193,0.210726,0.266083
cross_rectangular,auxetic,1,0.502396,3.94777,2.375134,0.196064,0.547934
cross_rectangular,auxetic,1,0.68739,2.173149,1.747478,0.142031,0.370863
cross_rectangular,auxetic,1,0.665497,3.586426,1.340465,0.11446,0.330038
cross_rectangular,auxetic,1,0.475491,2.55752,2.026728,0.17322,0.509364
cross_rectangular,auxetic,1,0.567507,4.935064,1.545312,0.233558,0.30489
cross_rectangular,auxetic,1,0.636411,2.967084,2.17298,0.079537,0.465375
